time,initial_players,area,mobility_speed,seed,avg_killed_opponents,winner_killed_opponents
26.0,12.0,7.0,1.0,71.0,0.9166666666666666,5.0
57.0,12.0,7.0,1.0,65.0,0.9166666666666666,3.0
23.0,12.0,7.0,1.0,26.0,0.9166666666666666,4.0
27.0,12.0,7.0,1.0,72.0,0.9166666666666666,3.0
26.0,12.0,7.0,1.0,71.0,0.9166666666666666,5.0
25.0,12.0,7.0,1.0,59.0,0.9166666666666666,4.0
15.0,12.0,7.0,1.0,21.0,0.9166666666666666,6.0
25.0,12.0,7.0,1.0,74.0,0.9166666666666666,3.0
42.0,12.0,7.0,1.0,79.0,0.9166666666666666,1.0
26.0,12.0,7.0,1.0,94.0,0.9166666666666666,3.0
31.0,12.0,7.0,1.0,73.0,0.9166666666666666,3.0
13.0,12.0,7.0,1.0,55.0,0.9166666666666666,5.0
54.0,12.0,7.0,1.0,29.0,0.9166666666666666,4.0
73.0,12.0,7.0,1.0,61.0,0.9166666666666666,4.0
30.0,12.0,7.0,1.0,56.0,0.9166666666666666,2.0
40.0,12.0,7.0,1.0,15.0,0.9166666666666666,3.0
73.0,12.0,7.0,1.0,61.0,0.9166666666666666,4.0
31.0,12.0,7.0,1.0,96.0,0.9166666666666666,4.0
38.0,12.0,7.0,2.0,5.0,0.9166666666666666,1.0
9.0,12.0,7.0,2.0,37.0,0.9166666666666666,1.0
18.5,12.0,7.0,2.0,31.0,0.9166666666666666,2.0
9.5,12.0,7.0,2.0,41.0,0.9166666666666666,4.0
36.0,12.0,7.0,2.0,45.0,0.9166666666666666,1.0
24.0,12.0,7.0,2.0,34.0,0.9166666666666666,3.0
24.0,12.0,7.0,2.0,8.0,0.9166666666666666,4.0
18.5,12.0,7.0,2.0,97.0,0.9166666666666666,3.0
12.0,12.0,7.0,2.0,49.0,0.9166666666666666,3.0
15.5,12.0,7.0,2.0,96.0,0.9166666666666666,4.0
13.0,12.0,7.0,2.0,43.0,0.9166666666666666,1.0
33.0,12.0,7.0,2.0,62.0,0.9166666666666666,3.0
13.0,12.0,7.0,2.0,71.0,0.9166666666666666,5.0
28.5,12.0,7.0,2.0,65.0,0.9166666666666666,3.0
11.5,12.0,7.0,2.0,26.0,0.9166666666666666,4.0
13.5,12.0,7.0,2.0,72.0,0.9166666666666666,3.0
13.0,12.0,7.0,2.0,71.0,0.9166666666666666,5.0
12.5,12.0,7.0,2.0,59.0,0.9166666666666666,4.0
7.5,12.0,7.0,2.0,21.0,0.9166666666666666,6.0
12.5,12.0,7.0,2.0,74.0,0.9166666666666666,3.0
21.0,12.0,7.0,2.0,79.0,0.9166666666666666,1.0
13.0,12.0,7.0,2.0,94.0,0.9166666666666666,3.0
15.5,12.0,7.0,2.0,73.0,0.9166666666666666,3.0
6.5,12.0,7.0,2.0,55.0,0.9166666666666666,5.0
27.0,12.0,7.0,2.0,29.0,0.9166666666666666,4.0
36.5,12.0,7.0,2.0,61.0,0.9166666666666666,4.0
15.0,12.0,7.0,2.0,56.0,0.9166666666666666,2.0
20.0,12.0,7.0,2.0,15.0,0.9166666666666666,3.0
36.5,12.0,7.0,2.0,61.0,0.9166666666666666,4.0
15.5,12.0,7.0,2.0,96.0,0.9166666666666666,4.0
25.333333333333332,12.0,7.0,3.0,5.0,0.9166666666666666,1.0
6.0,12.0,7.0,3.0,37.0,0.9166666666666666,1.0
12.333333333333334,12.0,7.0,3.0,31.0,0.9166666666666666,2.0
6.333333333333333,12.0,7.0,3.0,41.0,0.9166666666666666,4.0
24.0,12.0,7.0,3.0,45.0,0.9166666666666666,1.0
16.0,12.0,7.0,3.0,34.0,0.9166666666666666,3.0
16.0,12.0,7.0,3.0,8.0,0.9166666666666666,4.0
12.333333333333334,12.0,7.0,3.0,97.0,0.9166666666666666,3.0
8.0,12.0,7.0,3.0,49.0,0.9166666666666666,3.0
10.333333333333334,12.0,7.0,3.0,96.0,0.9166666666666666,4.0
8.666666666666666,12.0,7.0,3.0,43.0,0.9166666666666666,1.0
22.0,12.0,7.0,3.0,62.0,0.9166666666666666,3.0
8.666666666666666,12.0,7.0,3.0,71.0,0.9166666666666666,5.0
19.0,12.0,7.0,3.0,65.0,0.9166666666666666,3.0
7.666666666666667,12.0,7.0,3.0,26.0,0.9166666666666666,4.0
9.0,12.0,7.0,3.0,72.0,0.9166666666666666,3.0
8.666666666666666,12.0,7.0,3.0,71.0,0.9166666666666666,5.0
8.333333333333334,12.0,7.0,3.0,59.0,0.9166666666666666,4.0
5.0,12.0,7.0,3.0,21.0,0.9166666666666666,6.0
8.333333333333334,12.0,7.0,3.0,74.0,0.9166666666666666,3.0
14.0,12.0,7.0,3.0,79.0,0.9166666666666666,1.0
8.666666666666666,12.0,7.0,3.0,94.0,0.9166666666666666,3.0
10.333333333333334,12.0,7.0,3.0,73.0,0.9166666666666666,3.0
4.333333333333333,12.0,7.0,3.0,55.0,0.9166666666666666,5.0
18.0,12.0,7.0,3.0,29.0,0.9166666666666666,4.0
24.333333333333332,12.0,7.0,3.0,61.0,0.9166666666666666,4.0
10.0,12.0,7.0,3.0,56.0,0.9166666666666666,2.0
13.333333333333334,12.0,7.0,3.0,15.0,0.9166666666666666,3.0
24.333333333333332,12.0,7.0,3.0,61.0,0.9166666666666666,4.0
10.333333333333334,12.0,7.0,3.0,96.0,0.9166666666666666,4.0
28.0,13.0,7.0,1.0,5.0,0.9230769230769231,4.0
17.0,13.0,7.0,1.0,37.0,0.9230769230769231,3.0
42.0,13.0,7.0,1.0,31.0,0.9230769230769231,4.0
58.0,13.0,7.0,1.0,41.0,0.9230769230769231,1.0
37.0,13.0,7.0,1.0,45.0,0.9230769230769231,5.0
33.0,13.0,7.0,1.0,34.0,0.9230769230769231,3.0
26.0,13.0,7.0,1.0,8.0,0.9230769230769231,3.0
30.0,13.0,7.0,1.0,97.0,0.9230769230769231,2.0
37.0,13.0,7.0,1.0,49.0,0.9230769230769231,3.0
60.0,13.0,7.0,1.0,96.0,0.9230769230769231,3.0
32.0,13.0,7.0,1.0,43.0,0.9230769230769231,2.0
18.0,13.0,7.0,1.0,62.0,0.9230769230769231,2.0
93.0,13.0,7.0,1.0,71.0,0.9230769230769231,3.0
38.0,13.0,7.0,1.0,65.0,0.9230769230769231,2.0
19.0,13.0,7.0,1.0,26.0,0.9230769230769231,4.0
47.0,13.0,7.0,1.0,72.0,0.9230769230769231,3.0
93.0,13.0,7.0,1.0,71.0,0.9230769230769231,3.0
24.0,13.0,7.0,1.0,59.0,0.9230769230769231,3.0
30.0,13.0,7.0,1.0,21.0,0.9230769230769231,3.0
17.0,13.0,7.0,1.0,74.0,0.9230769230769231,4.0
22.0,13.0,7.0,1.0,79.0,0.9230769230769231,2.0
50.0,13.0,7.0,1.0,94.0,0.9230769230769231,1.0
29.0,13.0,7.0,1.0,73.0,0.9230769230769231,2.0
19.0,13.0,7.0,1.0,55.0,0.9230769230769231,1.0
22.0,13.0,7.0,1.0,29.0,0.9230769230769231,4.0
22.0,13.0,7.0,1.0,61.0,0.9230769230769231,6.0
26.0,13.0,7.0,1.0,56.0,0.9230769230769231,2.0
12.0,13.0,7.0,1.0,15.0,0.9230769230769231,2.0
22.0,13.0,7.0,1.0,61.0,0.9230769230769231,6.0
60.0,13.0,7.0,1.0,96.0,0.9230769230769231,3.0
14.0,13.0,7.0,2.0,5.0,0.9230769230769231,4.0
8.5,13.0,7.0,2.0,37.0,0.9230769230769231,3.0
21.0,13.0,7.0,2.0,31.0,0.9230769230769231,4.0
29.0,13.0,7.0,2.0,41.0,0.9230769230769231,1.0
18.5,13.0,7.0,2.0,45.0,0.9230769230769231,5.0
16.5,13.0,7.0,2.0,34.0,0.9230769230769231,3.0
13.0,13.0,7.0,2.0,8.0,0.9230769230769231,3.0
15.0,13.0,7.0,2.0,97.0,0.9230769230769231,2.0
18.5,13.0,7.0,2.0,49.0,0.9230769230769231,3.0
30.0,13.0,7.0,2.0,96.0,0.9230769230769231,3.0
16.0,13.0,7.0,2.0,43.0,0.9230769230769231,2.0
9.0,13.0,7.0,2.0,62.0,0.9230769230769231,2.0
46.5,13.0,7.0,2.0,71.0,0.9230769230769231,3.0
19.0,13.0,7.0,2.0,65.0,0.9230769230769231,2.0
9.5,13.0,7.0,2.0,26.0,0.9230769230769231,4.0
23.5,13.0,7.0,2.0,72.0,0.9230769230769231,3.0
46.5,13.0,7.0,2.0,71.0,0.9230769230769231,3.0
12.0,13.0,7.0,2.0,59.0,0.9230769230769231,3.0
15.0,13.0,7.0,2.0,21.0,0.9230769230769231,3.0
8.5,13.0,7.0,2.0,74.0,0.9230769230769231,4.0
11.0,13.0,7.0,2.0,79.0,0.9230769230769231,2.0
25.0,13.0,7.0,2.0,94.0,0.9230769230769231,1.0
14.5,13.0,7.0,2.0,73.0,0.9230769230769231,2.0
9.5,13.0,7.0,2.0,55.0,0.9230769230769231,1.0
11.0,13.0,7.0,2.0,29.0,0.9230769230769231,4.0
11.0,13.0,7.0,2.0,61.0,0.9230769230769231,6.0
13.0,13.0,7.0,2.0,56.0,0.9230769230769231,2.0
6.0,13.0,7.0,2.0,15.0,0.9230769230769231,2.0
11.0,13.0,7.0,2.0,61.0,0.9230769230769231,6.0
30.0,13.0,7.0,2.0,96.0,0.9230769230769231,3.0
9.333333333333334,13.0,7.0,3.0,5.0,0.9230769230769231,4.0
5.666666666666667,13.0,7.0,3.0,37.0,0.9230769230769231,3.0
14.0,13.0,7.0,3.0,31.0,0.9230769230769231,4.0
19.333333333333332,13.0,7.0,3.0,41.0,0.9230769230769231,1.0
12.333333333333334,13.0,7.0,3.0,45.0,0.9230769230769231,5.0
11.0,13.0,7.0,3.0,34.0,0.9230769230769231,3.0
8.666666666666666,13.0,7.0,3.0,8.0,0.9230769230769231,3.0
10.0,13.0,7.0,3.0,97.0,0.9230769230769231,2.0
12.333333333333334,13.0,7.0,3.0,49.0,0.9230769230769231,3.0
20.0,13.0,7.0,3.0,96.0,0.9230769230769231,3.0
10.666666666666666,13.0,7.0,3.0,43.0,0.9230769230769231,2.0
6.0,13.0,7.0,3.0,62.0,0.9230769230769231,2.0
31.0,13.0,7.0,3.0,71.0,0.9230769230769231,3.0
12.666666666666666,13.0,7.0,3.0,65.0,0.9230769230769231,2.0
6.333333333333333,13.0,7.0,3.0,26.0,0.9230769230769231,4.0
15.666666666666666,13.0,7.0,3.0,72.0,0.9230769230769231,3.0
31.0,13.0,7.0,3.0,71.0,0.9230769230769231,3.0
8.0,13.0,7.0,3.0,59.0,0.9230769230769231,3.0
10.0,13.0,7.0,3.0,21.0,0.9230769230769231,3.0
5.666666666666667,13.0,7.0,3.0,74.0,0.9230769230769231,4.0
7.333333333333333,13.0,7.0,3.0,79.0,0.9230769230769231,2.0
16.666666666666668,13.0,7.0,3.0,94.0,0.9230769230769231,1.0
9.666666666666666,13.0,7.0,3.0,73.0,0.9230769230769231,2.0
6.333333333333333,13.0,7.0,3.0,55.0,0.9230769230769231,1.0
7.333333333333333,13.0,7.0,3.0,29.0,0.9230769230769231,4.0
7.333333333333333,13.0,7.0,3.0,61.0,0.9230769230769231,6.0
8.666666666666666,13.0,7.0,3.0,56.0,0.9230769230769231,2.0
4.0,13.0,7.0,3.0,15.0,0.9230769230769231,2.0
7.333333333333333,13.0,7.0,3.0,61.0,0.9230769230769231,6.0
20.0,13.0,7.0,3.0,96.0,0.9230769230769231,3.0
51.0,14.0,7.0,1.0,5.0,0.9285714285714286,3.0
36.0,14.0,7.0,1.0,37.0,0.9285714285714286,2.0
37.0,14.0,7.0,1.0,31.0,0.9285714285714286,4.0
27.0,14.0,7.0,1.0,41.0,0.9285714285714286,5.0
41.0,14.0,7.0,1.0,45.0,0.9285714285714286,3.0
18.0,14.0,7.0,1.0,34.0,0.9285714285714286,4.0
29.0,14.0,7.0,1.0,8.0,0.9285714285714286,3.0
48.0,14.0,7.0,1.0,97.0,0.9285714285714286,2.0
21.0,14.0,7.0,1.0,49.0,0.9285714285714286,3.0
46.0,14.0,7.0,1.0,96.0,0.9285714285714286,2.0
26.0,14.0,7.0,1.0,43.0,0.9285714285714286,4.0
41.0,14.0,7.0,1.0,62.0,0.9285714285714286,4.0
46.0,14.0,7.0,1.0,71.0,0.9285714285714286,5.0
33.0,14.0,7.0,1.0,65.0,0.9285714285714286,5.0
17.0,14.0,7.0,1.0,26.0,0.9285714285714286,6.0
116.0,14.0,7.0,1.0,72.0,0.9285714285714286,5.0
46.0,14.0,7.0,1.0,71.0,0.9285714285714286,5.0
32.0,14.0,7.0,1.0,59.0,0.9285714285714286,2.0
34.0,14.0,7.0,1.0,21.0,0.9285714285714286,4.0
18.0,14.0,7.0,1.0,74.0,0.9285714285714286,3.0
25.0,14.0,7.0,1.0,79.0,0.9285714285714286,2.0
38.0,14.0,7.0,1.0,94.0,0.9285714285714286,4.0
44.0,14.0,7.0,1.0,73.0,0.9285714285714286,3.0
17.0,14.0,7.0,1.0,55.0,0.9285714285714286,3.0
22.0,14.0,7.0,1.0,29.0,0.9285714285714286,3.0
29.0,14.0,7.0,1.0,61.0,0.9285714285714286,4.0
6.0,14.0,7.0,1.0,56.0,0.9285714285714286,4.0
53.0,14.0,7.0,1.0,15.0,0.9285714285714286,4.0
29.0,14.0,7.0,1.0,61.0,0.9285714285714286,4.0
46.0,14.0,7.0,1.0,96.0,0.9285714285714286,2.0
25.5,14.0,7.0,2.0,5.0,0.9285714285714286,3.0
18.0,14.0,7.0,2.0,37.0,0.9285714285714286,2.0
18.5,14.0,7.0,2.0,31.0,0.9285714285714286,4.0
13.5,14.0,7.0,2.0,41.0,0.9285714285714286,5.0
20.5,14.0,7.0,2.0,45.0,0.9285714285714286,3.0
9.0,14.0,7.0,2.0,34.0,0.9285714285714286,4.0
14.5,14.0,7.0,2.0,8.0,0.9285714285714286,3.0
24.0,14.0,7.0,2.0,97.0,0.9285714285714286,2.0
10.5,14.0,7.0,2.0,49.0,0.9285714285714286,3.0
23.0,14.0,7.0,2.0,96.0,0.9285714285714286,2.0
13.0,14.0,7.0,2.0,43.0,0.9285714285714286,4.0
20.5,14.0,7.0,2.0,62.0,0.9285714285714286,4.0
23.0,14.0,7.0,2.0,71.0,0.9285714285714286,5.0
16.5,14.0,7.0,2.0,65.0,0.9285714285714286,5.0
8.5,14.0,7.0,2.0,26.0,0.9285714285714286,6.0
58.0,14.0,7.0,2.0,72.0,0.9285714285714286,5.0
23.0,14.0,7.0,2.0,71.0,0.9285714285714286,5.0
16.0,14.0,7.0,2.0,59.0,0.9285714285714286,2.0
17.0,14.0,7.0,2.0,21.0,0.9285714285714286,4.0
9.0,14.0,7.0,2.0,74.0,0.9285714285714286,3.0
12.5,14.0,7.0,2.0,79.0,0.9285714285714286,2.0
19.0,14.0,7.0,2.0,94.0,0.9285714285714286,4.0
22.0,14.0,7.0,2.0,73.0,0.9285714285714286,3.0
8.5,14.0,7.0,2.0,55.0,0.9285714285714286,3.0
11.0,14.0,7.0,2.0,29.0,0.9285714285714286,3.0
14.5,14.0,7.0,2.0,61.0,0.9285714285714286,4.0
3.0,14.0,7.0,2.0,56.0,0.9285714285714286,4.0
26.5,14.0,7.0,2.0,15.0,0.9285714285714286,4.0
14.5,14.0,7.0,2.0,61.0,0.9285714285714286,4.0
23.0,14.0,7.0,2.0,96.0,0.9285714285714286,2.0
17.0,14.0,7.0,3.0,5.0,0.9285714285714286,3.0
12.0,14.0,7.0,3.0,37.0,0.9285714285714286,2.0
12.333333333333334,14.0,7.0,3.0,31.0,0.9285714285714286,4.0
9.0,14.0,7.0,3.0,41.0,0.9285714285714286,5.0
13.666666666666666,14.0,7.0,3.0,45.0,0.9285714285714286,3.0
6.0,14.0,7.0,3.0,34.0,0.9285714285714286,4.0
9.666666666666666,14.0,7.0,3.0,8.0,0.9285714285714286,3.0
16.0,14.0,7.0,3.0,97.0,0.9285714285714286,2.0
7.0,14.0,7.0,3.0,49.0,0.9285714285714286,3.0
15.333333333333334,14.0,7.0,3.0,96.0,0.9285714285714286,2.0
8.666666666666666,14.0,7.0,3.0,43.0,0.9285714285714286,4.0
13.666666666666666,14.0,7.0,3.0,62.0,0.9285714285714286,4.0
15.333333333333334,14.0,7.0,3.0,71.0,0.9285714285714286,5.0
11.0,14.0,7.0,3.0,65.0,0.9285714285714286,5.0
5.666666666666667,14.0,7.0,3.0,26.0,0.9285714285714286,6.0
38.666666666666664,14.0,7.0,3.0,72.0,0.9285714285714286,5.0
15.333333333333334,14.0,7.0,3.0,71.0,0.9285714285714286,5.0
10.666666666666666,14.0,7.0,3.0,59.0,0.9285714285714286,2.0
11.333333333333334,14.0,7.0,3.0,21.0,0.9285714285714286,4.0
6.0,14.0,7.0,3.0,74.0,0.9285714285714286,3.0
8.333333333333334,14.0,7.0,3.0,79.0,0.9285714285714286,2.0
12.666666666666666,14.0,7.0,3.0,94.0,0.9285714285714286,4.0
14.666666666666666,14.0,7.0,3.0,73.0,0.9285714285714286,3.0
5.666666666666667,14.0,7.0,3.0,55.0,0.9285714285714286,3.0
7.333333333333333,14.0,7.0,3.0,29.0,0.9285714285714286,3.0
9.666666666666666,14.0,7.0,3.0,61.0,0.9285714285714286,4.0
2.0,14.0,7.0,3.0,56.0,0.9285714285714286,4.0
17.666666666666668,14.0,7.0,3.0,15.0,0.9285714285714286,4.0
9.666666666666666,14.0,7.0,3.0,61.0,0.9285714285714286,4.0
15.333333333333334,14.0,7.0,3.0,96.0,0.9285714285714286,2.0
154.0,2.0,9.0,1.0,5.0,0.5,1.0
60.0,2.0,9.0,1.0,37.0,0.5,1.0
34.0,2.0,9.0,1.0,31.0,0.5,1.0
2.0,2.0,9.0,1.0,41.0,0.5,1.0
4.0,2.0,9.0,1.0,45.0,0.5,1.0
26.0,2.0,9.0,1.0,34.0,0.5,1.0
120.0,2.0,9.0,1.0,8.0,0.5,1.0
148.0,2.0,9.0,1.0,97.0,0.5,1.0
31.0,2.0,9.0,1.0,49.0,0.5,1.0
44.0,2.0,9.0,1.0,96.0,0.5,1.0
34.0,2.0,9.0,1.0,43.0,0.5,1.0
106.0,2.0,9.0,1.0,62.0,0.5,1.0
41.0,2.0,9.0,1.0,71.0,0.5,1.0
99.0,2.0,9.0,1.0,65.0,0.5,1.0
7.0,2.0,9.0,1.0,26.0,0.5,1.0
83.0,2.0,9.0,1.0,72.0,0.5,1.0
41.0,2.0,9.0,1.0,71.0,0.5,1.0
28.0,2.0,9.0,1.0,59.0,0.5,1.0
54.0,2.0,9.0,1.0,21.0,0.5,1.0
24.0,2.0,9.0,1.0,74.0,0.5,1.0
49.0,2.0,9.0,1.0,79.0,0.5,1.0
28.0,2.0,9.0,1.0,94.0,0.5,1.0
27.0,2.0,9.0,1.0,73.0,0.5,1.0
2.0,2.0,9.0,1.0,55.0,0.5,1.0
35.0,2.0,9.0,1.0,29.0,0.5,1.0
9.0,2.0,9.0,1.0,61.0,0.5,1.0
54.0,2.0,9.0,1.0,56.0,0.5,1.0
74.0,2.0,9.0,1.0,15.0,0.5,1.0
9.0,2.0,9.0,1.0,61.0,0.5,1.0
44.0,2.0,9.0,1.0,96.0,0.5,1.0
77.0,2.0,9.0,2.0,5.0,0.5,1.0
30.0,2.0,9.0,2.0,37.0,0.5,1.0
17.0,2.0,9.0,2.0,31.0,0.5,1.0
1.0,2.0,9.0,2.0,41.0,0.5,1.0
2.0,2.0,9.0,2.0,45.0,0.5,1.0
13.0,2.0,9.0,2.0,34.0,0.5,1.0
60.0,2.0,9.0,2.0,8.0,0.5,1.0
74.0,2.0,9.0,2.0,97.0,0.5,1.0
15.5,2.0,9.0,2.0,49.0,0.5,1.0
22.0,2.0,9.0,2.0,96.0,0.5,1.0
17.0,2.0,9.0,2.0,43.0,0.5,1.0
53.0,2.0,9.0,2.0,62.0,0.5,1.0
20.5,2.0,9.0,2.0,71.0,0.5,1.0
49.5,2.0,9.0,2.0,65.0,0.5,1.0
3.5,2.0,9.0,2.0,26.0,0.5,1.0
41.5,2.0,9.0,2.0,72.0,0.5,1.0
20.5,2.0,9.0,2.0,71.0,0.5,1.0
14.0,2.0,9.0,2.0,59.0,0.5,1.0
27.0,2.0,9.0,2.0,21.0,0.5,1.0
12.0,2.0,9.0,2.0,74.0,0.5,1.0
24.5,2.0,9.0,2.0,79.0,0.5,1.0
14.0,2.0,9.0,2.0,94.0,0.5,1.0
13.5,2.0,9.0,2.0,73.0,0.5,1.0
1.0,2.0,9.0,2.0,55.0,0.5,1.0
17.5,2.0,9.0,2.0,29.0,0.5,1.0
4.5,2.0,9.0,2.0,61.0,0.5,1.0
27.0,2.0,9.0,2.0,56.0,0.5,1.0
37.0,2.0,9.0,2.0,15.0,0.5,1.0
4.5,2.0,9.0,2.0,61.0,0.5,1.0
22.0,2.0,9.0,2.0,96.0,0.5,1.0
51.333333333333336,2.0,9.0,3.0,5.0,0.5,1.0
20.0,2.0,9.0,3.0,37.0,0.5,1.0
11.333333333333334,2.0,9.0,3.0,31.0,0.5,1.0
0.6666666666666666,2.0,9.0,3.0,41.0,0.5,1.0
1.3333333333333333,2.0,9.0,3.0,45.0,0.5,1.0
8.666666666666666,2.0,9.0,3.0,34.0,0.5,1.0
40.0,2.0,9.0,3.0,8.0,0.5,1.0
49.333333333333336,2.0,9.0,3.0,97.0,0.5,1.0
10.333333333333334,2.0,9.0,3.0,49.0,0.5,1.0
14.666666666666666,2.0,9.0,3.0,96.0,0.5,1.0
11.333333333333334,2.0,9.0,3.0,43.0,0.5,1.0
35.333333333333336,2.0,9.0,3.0,62.0,0.5,1.0
13.666666666666666,2.0,9.0,3.0,71.0,0.5,1.0
33.0,2.0,9.0,3.0,65.0,0.5,1.0
2.3333333333333335,2.0,9.0,3.0,26.0,0.5,1.0
27.666666666666668,2.0,9.0,3.0,72.0,0.5,1.0
13.666666666666666,2.0,9.0,3.0,71.0,0.5,1.0
9.333333333333334,2.0,9.0,3.0,59.0,0.5,1.0
18.0,2.0,9.0,3.0,21.0,0.5,1.0
8.0,2.0,9.0,3.0,74.0,0.5,1.0
16.333333333333332,2.0,9.0,3.0,79.0,0.5,1.0
9.333333333333334,2.0,9.0,3.0,94.0,0.5,1.0
9.0,2.0,9.0,3.0,73.0,0.5,1.0
0.6666666666666666,2.0,9.0,3.0,55.0,0.5,1.0
11.666666666666666,2.0,9.0,3.0,29.0,0.5,1.0
3.0,2.0,9.0,3.0,61.0,0.5,1.0
18.0,2.0,9.0,3.0,56.0,0.5,1.0
24.666666666666668,2.0,9.0,3.0,15.0,0.5,1.0
3.0,2.0,9.0,3.0,61.0,0.5,1.0
14.666666666666666,2.0,9.0,3.0,96.0,0.5,1.0
10.0,3.0,9.0,1.0,5.0,0.6666666666666666,1.0
21.0,3.0,9.0,1.0,37.0,0.6666666666666666,1.0
39.0,3.0,9.0,1.0,31.0,0.6666666666666666,2.0
16.0,3.0,9.0,1.0,41.0,0.6666666666666666,1.0
53.0,3.0,9.0,1.0,45.0,0.6666666666666666,1.0
51.0,3.0,9.0,1.0,34.0,0.6666666666666666,2.0
131.0,3.0,9.0,1.0,8.0,0.6666666666666666,1.0
136.0,3.0,9.0,1.0,97.0,0.6666666666666666,1.0
40.0,3.0,9.0,1.0,49.0,0.6666666666666666,2.0
200.0,3.0,9.0,1.0,96.0,0.6666666666666666,1.0
23.0,3.0,9.0,1.0,43.0,0.6666666666666666,2.0
41.0,3.0,9.0,1.0,62.0,0.6666666666666666,1.0
75.0,3.0,9.0,1.0,71.0,0.6666666666666666,1.0
11.0,3.0,9.0,1.0,65.0,0.6666666666666666,1.0
51.0,3.0,9.0,1.0,26.0,0.6666666666666666,2.0
34.0,3.0,9.0,1.0,72.0,0.6666666666666666,2.0
75.0,3.0,9.0,1.0,71.0,0.6666666666666666,1.0
35.0,3.0,9.0,1.0,59.0,0.6666666666666666,2.0
44.0,3.0,9.0,1.0,21.0,0.6666666666666666,2.0
80.0,3.0,9.0,1.0,74.0,0.6666666666666666,1.0
114.0,3.0,9.0,1.0,79.0,0.6666666666666666,2.0
10.0,3.0,9.0,1.0,94.0,0.6666666666666666,1.0
19.0,3.0,9.0,1.0,73.0,0.6666666666666666,2.0
36.0,3.0,9.0,1.0,55.0,0.6666666666666666,1.0
53.0,3.0,9.0,1.0,29.0,0.6666666666666666,2.0
30.0,3.0,9.0,1.0,61.0,0.6666666666666666,2.0
45.0,3.0,9.0,1.0,56.0,0.6666666666666666,1.0
37.0,3.0,9.0,1.0,15.0,0.6666666666666666,2.0
30.0,3.0,9.0,1.0,61.0,0.6666666666666666,2.0
200.0,3.0,9.0,1.0,96.0,0.6666666666666666,1.0
5.0,3.0,9.0,2.0,5.0,0.6666666666666666,1.0
10.5,3.0,9.0,2.0,37.0,0.6666666666666666,1.0
19.5,3.0,9.0,2.0,31.0,0.6666666666666666,2.0
8.0,3.0,9.0,2.0,41.0,0.6666666666666666,1.0
26.5,3.0,9.0,2.0,45.0,0.6666666666666666,1.0
25.5,3.0,9.0,2.0,34.0,0.6666666666666666,2.0
65.5,3.0,9.0,2.0,8.0,0.6666666666666666,1.0
68.0,3.0,9.0,2.0,97.0,0.6666666666666666,1.0
20.0,3.0,9.0,2.0,49.0,0.6666666666666666,2.0
100.0,3.0,9.0,2.0,96.0,0.6666666666666666,1.0
11.5,3.0,9.0,2.0,43.0,0.6666666666666666,2.0
20.5,3.0,9.0,2.0,62.0,0.6666666666666666,1.0
37.5,3.0,9.0,2.0,71.0,0.6666666666666666,1.0
5.5,3.0,9.0,2.0,65.0,0.6666666666666666,1.0
25.5,3.0,9.0,2.0,26.0,0.6666666666666666,2.0
17.0,3.0,9.0,2.0,72.0,0.6666666666666666,2.0
37.5,3.0,9.0,2.0,71.0,0.6666666666666666,1.0
17.5,3.0,9.0,2.0,59.0,0.6666666666666666,2.0
22.0,3.0,9.0,2.0,21.0,0.6666666666666666,2.0
40.0,3.0,9.0,2.0,74.0,0.6666666666666666,1.0
57.0,3.0,9.0,2.0,79.0,0.6666666666666666,2.0
5.0,3.0,9.0,2.0,94.0,0.6666666666666666,1.0
9.5,3.0,9.0,2.0,73.0,0.6666666666666666,2.0
18.0,3.0,9.0,2.0,55.0,0.6666666666666666,1.0
26.5,3.0,9.0,2.0,29.0,0.6666666666666666,2.0
15.0,3.0,9.0,2.0,61.0,0.6666666666666666,2.0
22.5,3.0,9.0,2.0,56.0,0.6666666666666666,1.0
18.5,3.0,9.0,2.0,15.0,0.6666666666666666,2.0
15.0,3.0,9.0,2.0,61.0,0.6666666666666666,2.0
100.0,3.0,9.0,2.0,96.0,0.6666666666666666,1.0
3.3333333333333335,3.0,9.0,3.0,5.0,0.6666666666666666,1.0
7.0,3.0,9.0,3.0,37.0,0.6666666666666666,1.0
13.0,3.0,9.0,3.0,31.0,0.6666666666666666,2.0
5.333333333333333,3.0,9.0,3.0,41.0,0.6666666666666666,1.0
17.666666666666668,3.0,9.0,3.0,45.0,0.6666666666666666,1.0
17.0,3.0,9.0,3.0,34.0,0.6666666666666666,2.0
43.666666666666664,3.0,9.0,3.0,8.0,0.6666666666666666,1.0
45.333333333333336,3.0,9.0,3.0,97.0,0.6666666666666666,1.0
13.333333333333334,3.0,9.0,3.0,49.0,0.6666666666666666,2.0
66.66666666666667,3.0,9.0,3.0,96.0,0.6666666666666666,1.0
7.666666666666667,3.0,9.0,3.0,43.0,0.6666666666666666,2.0
13.666666666666666,3.0,9.0,3.0,62.0,0.6666666666666666,1.0
25.0,3.0,9.0,3.0,71.0,0.6666666666666666,1.0
3.6666666666666665,3.0,9.0,3.0,65.0,0.6666666666666666,1.0
17.0,3.0,9.0,3.0,26.0,0.6666666666666666,2.0
11.333333333333334,3.0,9.0,3.0,72.0,0.6666666666666666,2.0
25.0,3.0,9.0,3.0,71.0,0.6666666666666666,1.0
