time,initial_players,area,mobility_speed,seed,avg_killed_opponents,winner_killed_opponents
1.0,3.0,3.0,1.0,8.0,0.6666666666666666,1.0
3.0,3.0,3.0,1.0,97.0,0.6666666666666666,2.0
3.0,3.0,3.0,1.0,49.0,0.6666666666666666,2.0
3.0,3.0,3.0,1.0,96.0,0.6666666666666666,1.0
1.0,3.0,3.0,1.0,43.0,0.6666666666666666,1.0
1.0,3.0,3.0,1.0,62.0,0.6666666666666666,2.0
2.0,3.0,3.0,1.0,71.0,0.6666666666666666,1.0
2.0,3.0,3.0,1.0,65.0,0.6666666666666666,1.0
4.0,3.0,3.0,1.0,26.0,0.6666666666666666,2.0
8.0,3.0,3.0,1.0,72.0,0.6666666666666666,2.0
2.0,3.0,3.0,1.0,71.0,0.6666666666666666,1.0
3.0,3.0,3.0,1.0,59.0,0.6666666666666666,2.0
1.0,3.0,3.0,1.0,21.0,0.6666666666666666,1.0
1.0,3.0,3.0,1.0,74.0,0.6666666666666666,1.0
1.0,3.0,3.0,1.0,79.0,0.6666666666666666,1.0
1.0,3.0,3.0,1.0,94.0,0.6666666666666666,1.0
2.0,3.0,3.0,1.0,73.0,0.6666666666666666,1.0
1.0,3.0,3.0,1.0,55.0,0.6666666666666666,2.0
3.0,3.0,3.0,1.0,29.0,0.6666666666666666,2.0
2.0,3.0,3.0,1.0,61.0,0.6666666666666666,1.0
1.0,3.0,3.0,1.0,56.0,0.6666666666666666,1.0
5.0,3.0,3.0,1.0,15.0,0.6666666666666666,2.0
2.0,3.0,3.0,1.0,61.0,0.6666666666666666,1.0
3.0,3.0,3.0,1.0,96.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,5.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,37.0,0.6666666666666666,2.0
0.5,3.0,3.0,2.0,31.0,0.6666666666666666,1.0
1.5,3.0,3.0,2.0,41.0,0.6666666666666666,2.0
1.0,3.0,3.0,2.0,45.0,0.6666666666666666,2.0
4.5,3.0,3.0,2.0,34.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,8.0,0.6666666666666666,1.0
1.5,3.0,3.0,2.0,97.0,0.6666666666666666,2.0
1.5,3.0,3.0,2.0,49.0,0.6666666666666666,2.0
1.5,3.0,3.0,2.0,96.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,43.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,62.0,0.6666666666666666,2.0
1.0,3.0,3.0,2.0,71.0,0.6666666666666666,1.0
1.0,3.0,3.0,2.0,65.0,0.6666666666666666,1.0
2.0,3.0,3.0,2.0,26.0,0.6666666666666666,2.0
4.0,3.0,3.0,2.0,72.0,0.6666666666666666,2.0
1.0,3.0,3.0,2.0,71.0,0.6666666666666666,1.0
1.5,3.0,3.0,2.0,59.0,0.6666666666666666,2.0
0.5,3.0,3.0,2.0,21.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,74.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,79.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,94.0,0.6666666666666666,1.0
1.0,3.0,3.0,2.0,73.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,55.0,0.6666666666666666,2.0
1.5,3.0,3.0,2.0,29.0,0.6666666666666666,2.0
1.0,3.0,3.0,2.0,61.0,0.6666666666666666,1.0
0.5,3.0,3.0,2.0,56.0,0.6666666666666666,1.0
2.5,3.0,3.0,2.0,15.0,0.6666666666666666,2.0
1.0,3.0,3.0,2.0,61.0,0.6666666666666666,1.0
1.5,3.0,3.0,2.0,96.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,5.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,37.0,0.6666666666666666,2.0
0.3333333333333333,3.0,3.0,3.0,31.0,0.6666666666666666,1.0
1.0,3.0,3.0,3.0,41.0,0.6666666666666666,2.0
0.6666666666666666,3.0,3.0,3.0,45.0,0.6666666666666666,2.0
3.0,3.0,3.0,3.0,34.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,8.0,0.6666666666666666,1.0
1.0,3.0,3.0,3.0,97.0,0.6666666666666666,2.0
1.0,3.0,3.0,3.0,49.0,0.6666666666666666,2.0
1.0,3.0,3.0,3.0,96.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,43.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,62.0,0.6666666666666666,2.0
0.6666666666666666,3.0,3.0,3.0,71.0,0.6666666666666666,1.0
0.6666666666666666,3.0,3.0,3.0,65.0,0.6666666666666666,1.0
1.3333333333333333,3.0,3.0,3.0,26.0,0.6666666666666666,2.0
2.6666666666666665,3.0,3.0,3.0,72.0,0.6666666666666666,2.0
0.6666666666666666,3.0,3.0,3.0,71.0,0.6666666666666666,1.0
1.0,3.0,3.0,3.0,59.0,0.6666666666666666,2.0
0.3333333333333333,3.0,3.0,3.0,21.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,74.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,79.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,94.0,0.6666666666666666,1.0
0.6666666666666666,3.0,3.0,3.0,73.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,55.0,0.6666666666666666,2.0
1.0,3.0,3.0,3.0,29.0,0.6666666666666666,2.0
0.6666666666666666,3.0,3.0,3.0,61.0,0.6666666666666666,1.0
0.3333333333333333,3.0,3.0,3.0,56.0,0.6666666666666666,1.0
1.6666666666666667,3.0,3.0,3.0,15.0,0.6666666666666666,2.0
0.6666666666666666,3.0,3.0,3.0,61.0,0.6666666666666666,1.0
1.0,3.0,3.0,3.0,96.0,0.6666666666666666,1.0
2.0,4.0,3.0,1.0,5.0,0.75,2.0
2.0,4.0,3.0,1.0,37.0,0.75,1.0
2.0,4.0,3.0,1.0,31.0,0.75,2.0
2.0,4.0,3.0,1.0,41.0,0.75,1.0
2.0,4.0,3.0,1.0,45.0,0.75,3.0
3.0,4.0,3.0,1.0,34.0,0.75,3.0
2.0,4.0,3.0,1.0,8.0,0.75,1.0
2.0,4.0,3.0,1.0,97.0,0.75,3.0
1.0,4.0,3.0,1.0,49.0,0.75,3.0
3.0,4.0,3.0,1.0,96.0,0.75,2.0
5.0,4.0,3.0,1.0,43.0,0.75,2.0
2.0,4.0,3.0,1.0,62.0,0.75,1.0
2.0,4.0,3.0,1.0,71.0,0.75,1.0
2.0,4.0,3.0,1.0,65.0,0.75,2.0
2.0,4.0,3.0,1.0,26.0,0.75,2.0
1.0,4.0,3.0,1.0,72.0,0.75,2.0
2.0,4.0,3.0,1.0,71.0,0.75,1.0
2.0,4.0,3.0,1.0,59.0,0.75,1.0
2.0,4.0,3.0,1.0,21.0,0.75,1.0
2.0,4.0,3.0,1.0,74.0,0.75,2.0
4.0,4.0,3.0,1.0,79.0,0.75,1.0
2.0,4.0,3.0,1.0,94.0,0.75,1.0
3.0,4.0,3.0,1.0,73.0,0.75,1.0
1.0,4.0,3.0,1.0,55.0,0.75,3.0
2.0,4.0,3.0,1.0,29.0,0.75,2.0
2.0,4.0,3.0,1.0,61.0,0.75,3.0
2.0,4.0,3.0,1.0,56.0,0.75,2.0
4.0,4.0,3.0,1.0,15.0,0.75,1.0
2.0,4.0,3.0,1.0,61.0,0.75,3.0
3.0,4.0,3.0,1.0,96.0,0.75,2.0
1.0,4.0,3.0,2.0,5.0,0.75,2.0
1.0,4.0,3.0,2.0,37.0,0.75,1.0
1.0,4.0,3.0,2.0,31.0,0.75,2.0
1.0,4.0,3.0,2.0,41.0,0.75,1.0
1.0,4.0,3.0,2.0,45.0,0.75,3.0
1.5,4.0,3.0,2.0,34.0,0.75,3.0
1.0,4.0,3.0,2.0,8.0,0.75,1.0
1.0,4.0,3.0,2.0,97.0,0.75,3.0
0.5,4.0,3.0,2.0,49.0,0.75,3.0
1.5,4.0,3.0,2.0,96.0,0.75,2.0
2.5,4.0,3.0,2.0,43.0,0.75,2.0
1.0,4.0,3.0,2.0,62.0,0.75,1.0
1.0,4.0,3.0,2.0,71.0,0.75,1.0
1.0,4.0,3.0,2.0,65.0,0.75,2.0
1.0,4.0,3.0,2.0,26.0,0.75,2.0
0.5,4.0,3.0,2.0,72.0,0.75,2.0
1.0,4.0,3.0,2.0,71.0,0.75,1.0
1.0,4.0,3.0,2.0,59.0,0.75,1.0
1.0,4.0,3.0,2.0,21.0,0.75,1.0
1.0,4.0,3.0,2.0,74.0,0.75,2.0
2.0,4.0,3.0,2.0,79.0,0.75,1.0
1.0,4.0,3.0,2.0,94.0,0.75,1.0
1.5,4.0,3.0,2.0,73.0,0.75,1.0
0.5,4.0,3.0,2.0,55.0,0.75,3.0
1.0,4.0,3.0,2.0,29.0,0.75,2.0
1.0,4.0,3.0,2.0,61.0,0.75,3.0
1.0,4.0,3.0,2.0,56.0,0.75,2.0
2.0,4.0,3.0,2.0,15.0,0.75,1.0
1.0,4.0,3.0,2.0,61.0,0.75,3.0
1.5,4.0,3.0,2.0,96.0,0.75,2.0
0.6666666666666666,4.0,3.0,3.0,5.0,0.75,2.0
0.6666666666666666,4.0,3.0,3.0,37.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,31.0,0.75,2.0
0.6666666666666666,4.0,3.0,3.0,41.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,45.0,0.75,3.0
1.0,4.0,3.0,3.0,34.0,0.75,3.0
0.6666666666666666,4.0,3.0,3.0,8.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,97.0,0.75,3.0
0.3333333333333333,4.0,3.0,3.0,49.0,0.75,3.0
1.0,4.0,3.0,3.0,96.0,0.75,2.0
1.6666666666666667,4.0,3.0,3.0,43.0,0.75,2.0
0.6666666666666666,4.0,3.0,3.0,62.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,71.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,65.0,0.75,2.0
0.6666666666666666,4.0,3.0,3.0,26.0,0.75,2.0
0.3333333333333333,4.0,3.0,3.0,72.0,0.75,2.0
0.6666666666666666,4.0,3.0,3.0,71.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,59.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,21.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,74.0,0.75,2.0
1.3333333333333333,4.0,3.0,3.0,79.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,94.0,0.75,1.0
1.0,4.0,3.0,3.0,73.0,0.75,1.0
0.3333333333333333,4.0,3.0,3.0,55.0,0.75,3.0
0.6666666666666666,4.0,3.0,3.0,29.0,0.75,2.0
0.6666666666666666,4.0,3.0,3.0,61.0,0.75,3.0
0.6666666666666666,4.0,3.0,3.0,56.0,0.75,2.0
1.3333333333333333,4.0,3.0,3.0,15.0,0.75,1.0
0.6666666666666666,4.0,3.0,3.0,61.0,0.75,3.0
1.0,4.0,3.0,3.0,96.0,0.75,2.0
5.0,5.0,3.0,1.0,5.0,0.8,2.0
3.0,5.0,3.0,1.0,37.0,0.8,2.0
2.0,5.0,3.0,1.0,31.0,0.8,2.0
4.0,5.0,3.0,1.0,41.0,0.8,3.0
4.0,5.0,3.0,1.0,45.0,0.8,1.0
2.0,5.0,3.0,1.0,34.0,0.8,1.0
7.0,5.0,3.0,1.0,8.0,0.8,2.0
4.0,5.0,3.0,1.0,97.0,0.8,2.0
2.0,5.0,3.0,1.0,49.0,0.8,1.0
4.0,5.0,3.0,1.0,96.0,0.8,2.0
4.0,5.0,3.0,1.0,43.0,0.8,1.0
2.0,5.0,3.0,1.0,62.0,0.8,1.0
3.0,5.0,3.0,1.0,71.0,0.8,1.0
2.0,5.0,3.0,1.0,65.0,0.8,2.0
2.0,5.0,3.0,1.0,26.0,0.8,1.0
2.0,5.0,3.0,1.0,72.0,0.8,1.0
3.0,5.0,3.0,1.0,71.0,0.8,1.0
3.0,5.0,3.0,1.0,59.0,0.8,2.0
2.0,5.0,3.0,1.0,21.0,0.8,2.0
4.0,5.0,3.0,1.0,74.0,0.8,2.0
3.0,5.0,3.0,1.0,79.0,0.8,2.0
3.0,5.0,3.0,1.0,94.0,0.8,2.0
4.0,5.0,3.0,1.0,73.0,0.8,2.0
4.0,5.0,3.0,1.0,55.0,0.8,2.0
2.0,5.0,3.0,1.0,29.0,0.8,2.0
2.0,5.0,3.0,1.0,61.0,0.8,1.0
4.0,5.0,3.0,1.0,56.0,0.8,3.0
2.0,5.0,3.0,1.0,15.0,0.8,1.0
2.0,5.0,3.0,1.0,61.0,0.8,1.0
4.0,5.0,3.0,1.0,96.0,0.8,2.0
2.5,5.0,3.0,2.0,5.0,0.8,2.0
1.5,5.0,3.0,2.0,37.0,0.8,2.0
1.0,5.0,3.0,2.0,31.0,0.8,2.0
2.0,5.0,3.0,2.0,41.0,0.8,3.0
2.0,5.0,3.0,2.0,45.0,0.8,1.0
1.0,5.0,3.0,2.0,34.0,0.8,1.0
3.5,5.0,3.0,2.0,8.0,0.8,2.0
2.0,5.0,3.0,2.0,97.0,0.8,2.0
1.0,5.0,3.0,2.0,49.0,0.8,1.0
2.0,5.0,3.0,2.0,96.0,0.8,2.0
2.0,5.0,3.0,2.0,43.0,0.8,1.0
1.0,5.0,3.0,2.0,62.0,0.8,1.0
1.5,5.0,3.0,2.0,71.0,0.8,1.0
1.0,5.0,3.0,2.0,65.0,0.8,2.0
1.0,5.0,3.0,2.0,26.0,0.8,1.0
1.0,5.0,3.0,2.0,72.0,0.8,1.0
1.5,5.0,3.0,2.0,71.0,0.8,1.0
1.5,5.0,3.0,2.0,59.0,0.8,2.0
1.0,5.0,3.0,2.0,21.0,0.8,2.0
2.0,5.0,3.0,2.0,74.0,0.8,2.0
1.5,5.0,3.0,2.0,79.0,0.8,2.0
1.5,5.0,3.0,2.0,94.0,0.8,2.0
2.0,5.0,3.0,2.0,73.0,0.8,2.0
2.0,5.0,3.0,2.0,55.0,0.8,2.0
1.0,5.0,3.0,2.0,29.0,0.8,2.0
1.0,5.0,3.0,2.0,61.0,0.8,1.0
2.0,5.0,3.0,2.0,56.0,0.8,3.0
1.0,5.0,3.0,2.0,15.0,0.8,1.0
1.0,5.0,3.0,2.0,61.0,0.8,1.0
2.0,5.0,3.0,2.0,96.0,0.8,2.0
1.6666666666666667,5.0,3.0,3.0,5.0,0.8,2.0
1.0,5.0,3.0,3.0,37.0,0.8,2.0
0.6666666666666666,5.0,3.0,3.0,31.0,0.8,2.0
1.3333333333333333,5.0,3.0,3.0,41.0,0.8,3.0
1.3333333333333333,5.0,3.0,3.0,45.0,0.8,1.0
0.6666666666666666,5.0,3.0,3.0,34.0,0.8,1.0
2.3333333333333335,5.0,3.0,3.0,8.0,0.8,2.0
1.3333333333333333,5.0,3.0,3.0,97.0,0.8,2.0
0.6666666666666666,5.0,3.0,3.0,49.0,0.8,1.0
1.3333333333333333,5.0,3.0,3.0,96.0,0.8,2.0
1.3333333333333333,5.0,3.0,3.0,43.0,0.8,1.0
0.6666666666666666,5.0,3.0,3.0,62.0,0.8,1.0
1.0,5.0,3.0,3.0,71.0,0.8,1.0
0.6666666666666666,5.0,3.0,3.0,65.0,0.8,2.0
0.6666666666666666,5.0,3.0,3.0,26.0,0.8,1.0
0.6666666666666666,5.0,3.0,3.0,72.0,0.8,1.0
1.0,5.0,3.0,3.0,71.0,0.8,1.0
1.0,5.0,3.0,3.0,59.0,0.8,2.0
0.6666666666666666,5.0,3.0,3.0,21.0,0.8,2.0
1.3333333333333333,5.0,3.0,3.0,74.0,0.8,2.0
1.0,5.0,3.0,3.0,79.0,0.8,2.0
1.0,5.0,3.0,3.0,94.0,0.8,2.0
1.3333333333333333,5.0,3.0,3.0,73.0,0.8,2.0
1.3333333333333333,5.0,3.0,3.0,55.0,0.8,2.0
0.6666666666666666,5.0,3.0,3.0,29.0,0.8,2.0
0.6666666666666666,5.0,3.0,3.0,61.0,0.8,1.0
1.3333333333333333,5.0,3.0,3.0,56.0,0.8,3.0
0.6666666666666666,5.0,3.0,3.0,15.0,0.8,1.0
0.6666666666666666,5.0,3.0,3.0,61.0,0.8,1.0
1.3333333333333333,5.0,3.0,3.0,96.0,0.8,2.0
3.0,6.0,3.0,1.0,5.0,0.8333333333333334,2.0
4.0,6.0,3.0,1.0,37.0,0.8333333333333334,2.0
2.0,6.0,3.0,1.0,31.0,0.8333333333333334,5.0
3.0,6.0,3.0,1.0,41.0,0.8333333333333334,2.0
3.0,6.0,3.0,1.0,45.0,0.8333333333333334,1.0
3.0,6.0,3.0,1.0,34.0,0.8333333333333334,2.0
4.0,6.0,3.0,1.0,8.0,0.8333333333333334,1.0
2.0,6.0,3.0,1.0,97.0,0.8333333333333334,1.0
2.0,6.0,3.0,1.0,49.0,0.8333333333333334,2.0
4.0,6.0,3.0,1.0,96.0,0.8333333333333334,2.0
3.0,6.0,3.0,1.0,43.0,0.8333333333333334,2.0
3.0,6.0,3.0,1.0,62.0,0.8333333333333334,2.0
2.0,6.0,3.0,1.0,71.0,0.8333333333333334,1.0
4.0,6.0,3.0,1.0,65.0,0.8333333333333334,2.0
2.0,6.0,3.0,1.0,26.0,0.8333333333333334,2.0
5.0,6.0,3.0,1.0,72.0,0.8333333333333334,2.0
2.0,6.0,3.0,1.0,71.0,0.8333333333333334,1.0
2.0,6.0,3.0,1.0,59.0,0.8333333333333334,2.0
5.0,6.0,3.0,1.0,21.0,0.8333333333333334,1.0
2.0,6.0,3.0,1.0,74.0,0.8333333333333334,4.0
3.0,6.0,3.0,1.0,79.0,0.8333333333333334,3.0
2.0,6.0,3.0,1.0,94.0,0.8333333333333334,2.0
5.0,6.0,3.0,1.0,73.0,0.8333333333333334,1.0
4.0,6.0,3.0,1.0,55.0,0.8333333333333334,3.0
2.0,6.0,3.0,1.0,29.0,0.8333333333333334,3.0
3.0,6.0,3.0,1.0,61.0,0.8333333333333334,1.0
2.0,6.0,3.0,1.0,56.0,0.8333333333333334,1.0
2.0,6.0,3.0,1.0,15.0,0.8333333333333334,2.0
3.0,6.0,3.0,1.0,61.0,0.8333333333333334,1.0
4.0,6.0,3.0,1.0,96.0,0.8333333333333334,2.0
1.5,6.0,3.0,2.0,5.0,0.8333333333333334,2.0
2.0,6.0,3.0,2.0,37.0,0.8333333333333334,2.0
1.0,6.0,3.0,2.0,31.0,0.8333333333333334,5.0
1.5,6.0,3.0,2.0,41.0,0.8333333333333334,2.0
1.5,6.0,3.0,2.0,45.0,0.8333333333333334,1.0
1.5,6.0,3.0,2.0,34.0,0.8333333333333334,2.0
2.0,6.0,3.0,2.0,8.0,0.8333333333333334,1.0
1.0,6.0,3.0,2.0,97.0,0.8333333333333334,1.0
1.0,6.0,3.0,2.0,49.0,0.8333333333333334,2.0
2.0,6.0,3.0,2.0,96.0,0.8333333333333334,2.0
1.5,6.0,3.0,2.0,43.0,0.8333333333333334,2.0
1.5,6.0,3.0,2.0,62.0,0.8333333333333334,2.0
1.0,6.0,3.0,2.0,71.0,0.8333333333333334,1.0
2.0,6.0,3.0,2.0,65.0,0.8333333333333334,2.0
1.0,6.0,3.0,2.0,26.0,0.8333333333333334,2.0
2.5,6.0,3.0,2.0,72.0,0.8333333333333334,2.0
1.0,6.0,3.0,2.0,71.0,0.8333333333333334,1.0
1.0,6.0,3.0,2.0,59.0,0.8333333333333334,2.0
2.5,6.0,3.0,2.0,21.0,0.8333333333333334,1.0
1.0,6.0,3.0,2.0,74.0,0.8333333333333334,4.0
1.5,6.0,3.0,2.0,79.0,0.8333333333333334,3.0
1.0,6.0,3.0,2.0,94.0,0.8333333333333334,2.0
2.5,6.0,3.0,2.0,73.0,0.8333333333333334,1.0
2.0,6.0,3.0,2.0,55.0,0.8333333333333334,3.0
1.0,6.0,3.0,2.0,29.0,0.8333333333333334,3.0
1.5,6.0,3.0,2.0,61.0,0.8333333333333334,1.0
1.0,6.0,3.0,2.0,56.0,0.8333333333333334,1.0
1.0,6.0,3.0,2.0,15.0,0.8333333333333334,2.0
1.5,6.0,3.0,2.0,61.0,0.8333333333333334,1.0
2.0,6.0,3.0,2.0,96.0,0.8333333333333334,2.0
1.0,6.0,3.0,3.0,5.0,0.8333333333333334,2.0
1.3333333333333333,6.0,3.0,3.0,37.0,0.8333333333333334,2.0
0.6666666666666666,6.0,3.0,3.0,31.0,0.8333333333333334,5.0
1.0,6.0,3.0,3.0,41.0,0.8333333333333334,2.0
1.0,6.0,3.0,3.0,45.0,0.8333333333333334,1.0
1.0,6.0,3.0,3.0,34.0,0.8333333333333334,2.0
1.3333333333333333,6.0,3.0,3.0,8.0,0.8333333333333334,1.0
0.6666666666666666,6.0,3.0,3.0,97.0,0.8333333333333334,1.0
0.6666666666666666,6.0,3.0,3.0,49.0,0.8333333333333334,2.0
1.3333333333333333,6.0,3.0,3.0,96.0,0.8333333333333334,2.0
1.0,6.0,3.0,3.0,43.0,0.8333333333333334,2.0
1.0,6.0,3.0,3.0,62.0,0.8333333333333334,2.0
0.6666666666666666,6.0,3.0,3.0,71.0,0.8333333333333334,1.0
1.3333333333333333,6.0,3.0,3.0,65.0,0.8333333333333334,2.0
0.6666666666666666,6.0,3.0,3.0,26.0,0.8333333333333334,2.0
1.6666666666666667,6.0,3.0,3.0,72.0,0.8333333333333334,2.0
0.6666666666666666,6.0,3.0,3.0,71.0,0.8333333333333334,1.0
0.6666666666666666,6.0,3.0,3.0,59.0,0.8333333333333334,2.0
1.6666666666666667,6.0,3.0,3.0,21.0,0.8333333333333334,1.0
0.6666666666666666,6.0,3.0,3.0,74.0,0.8333333333333334,4.0
1.0,6.0,3.0,3.0,79.0,0.8333333333333334,3.0
0.6666666666666666,6.0,3.0,3.0,94.0,0.8333333333333334,2.0
1.6666666666666667,6.0,3.0,3.0,73.0,0.8333333333333334,1.0
1.3333333333333333,6.0,3.0,3.0,55.0,0.8333333333333334,3.0
0.6666666666666666,6.0,3.0,3.0,29.0,0.8333333333333334,3.0
1.0,6.0,3.0,3.0,61.0,0.8333333333333334,1.0
0.6666666666666666,6.0,3.0,3.0,56.0,0.8333333333333334,1.0
